,userId,movieId,rating,movie_idx
0,111,1,4.0,11
1,111,3,4.0,418
2,111,6,4.0,127
3,111,47,5.0,15
4,111,50,5.0,13
5,111,70,3.0,383
7,111,110,4.0,7
8,111,151,5.0,532
10,111,163,5.0,279
11,111,216,5.0,450
12,111,223,3.0,120
13,111,231,5.0,62
14,111,235,4.0,252
15,111,260,5.0,5
16,111,296,3.0,2
17,111,316,3.0,55
18,111,333,5.0,436
19,111,349,4.0,102
20,111,356,4.0,0
21,111,362,5.0,749
22,111,367,4.0,42
24,111,441,4.0,573
25,111,457,5.0,22
26,111,480,4.0,6
27,111,500,3.0,48
28,111,527,5.0,9
29,111,543,4.0,597
30,111,552,4.0,317
31,111,553,5.0,283
32,111,590,4.0,38
33,111,592,4.0,23
34,111,593,4.0,3
35,111,596,5.0,328
36,111,608,5.0,28
37,111,648,3.0,39
38,111,661,5.0,451
39,111,673,3.0,403
40,111,733,4.0,84
41,111,736,3.0,80
42,111,780,3.0,16
44,111,919,5.0,156
45,111,923,5.0,259
53,111,1029,5.0,727
56,111,1032,5.0,616
57,111,1042,4.0,574
59,111,1060,4.0,705
60,111,1073,5.0,90
61,111,1080,5.0,171
62,111,1089,5.0,68
63,111,1090,4.0,302
64,111,1092,5.0,473
65,111,1097,5.0,82
66,111,1127,4.0,306
67,111,1136,5.0,60
68,111,1196,5.0,12
69,111,1197,5.0,52
70,111,1198,5.0,18
71,111,1206,5.0,86
72,111,1208,4.0,113
73,111,1210,5.0,20
74,111,1213,5.0,75
75,111,1214,4.0,45
76,111,1219,2.0,194
77,111,1220,5.0,189
78,111,1222,5.0,128
81,111,1240,5.0,69
83,111,1258,3.0,106
84,111,1265,4.0,50
85,111,1270,5.0,33
86,111,1275,5.0,460
87,111,1278,5.0,260
88,111,1282,5.0,404
89,111,1291,5.0,56
92,111,1377,3.0,329
93,111,1396,3.0,491
94,111,1408,3.0,638
97,111,1500,4.0,335
98,111,1517,5.0,134
99,111,1552,4.0,336
100,111,1573,5.0,216
101,111,1580,3.0,37
102,111,1587,5.0,831
103,111,1617,5.0,141
105,111,1625,5.0,217
106,111,1644,3.0,806
107,111,1676,3.0,206
108,111,1732,5.0,116
109,111,1777,4.0,373
112,111,1805,4.0,832
115,111,1954,5.0,292
116,111,1967,4.0,575
117,111,2000,4.0,230
118,111,2005,5.0,363
119,111,2012,4.0,173
120,111,2018,5.0,668
121,111,2028,4.0,24
125,111,2054,4.0,264
126,111,2058,5.0,860
127,111,2078,5.0,405
130,111,2094,5.0,639
133,111,2105,4.0,437
134,111,2115,5.0,111
140,111,2161,5.0,549
141,111,2174,4.0,163
142,111,2193,4.0,617
144,111,2268,4.0,364
145,111,2273,4.0,576
146,111,2291,5.0,207
147,111,2329,5.0,72
149,111,2353,5.0,271
153,111,2395,5.0,374
154,111,2406,4.0,392
156,111,2427,5.0,728
159,111,2470,5.0,365
160,111,2478,4.0,976
162,111,2502,5.0,150
164,111,2529,5.0,375
165,111,2542,5.0,272
166,111,2571,5.0,4
167,111,2580,5.0,640
169,111,2616,4.0,977
170,111,2617,2.0,178
171,111,2628,4.0,57
172,111,2640,4.0,318
173,111,2641,5.0,452
177,111,2657,3.0,303
178,111,2692,5.0,231
179,111,2700,5.0,223
180,111,2716,5.0,87
181,111,2761,5.0,641
182,111,2797,4.0,164
183,111,2826,4.0,978
184,111,2858,5.0,14
187,111,2916,4.0,174
188,111,2944,5.0,807
189,111,2947,5.0,406
190,111,2948,5.0,706
191,111,2949,5.0,778
192,111,2959,5.0,10
193,111,2985,4.0,253
194,111,2987,5.0,142
197,111,2997,4.0,138
198,111,3033,5.0,337
199,111,3034,5.0,707
200,111,3052,5.0,210
203,111,3147,5.0,101
204,111,3168,4.0,882
205,111,3176,1.0,453
207,111,3247,3.0,708
208,111,3253,5.0,319
209,111,3273,5.0,883
210,111,3386,5.0,833
214,111,3448,5.0,550
215,111,3450,5.0,884
217,111,3489,4.0,407
218,111,3527,4.0,320
219,111,3578,5.0,35
220,111,3617,4.0,598
222,111,3671,5.0,307
223,111,3702,5.0,669
224,111,3703,5.0,618
226,111,3740,4.0,907
228,111,3793,5.0,63
229,111,3809,4.0,729
231,111,5060,5.0,492
300,121,21,3.0,172
301,121,32,2.0,31
302,121,45,3.0,808
303,121,47,2.0,15
304,121,52,3.0,911
305,121,58,3.0,689
316,121,235,2.0,252
318,121,260,5.0,5
319,121,265,5.0,780
320,121,296,1.0,2
322,121,342,5.0,781
323,121,345,4.0,709
324,121,348,4.0,861
326,121,357,3.0,124
327,121,368,4.0,236
329,121,441,1.0,573
331,121,457,5.0,22
334,121,509,1.0,321
336,121,539,1.0,117
337,121,553,2.0,283
338,121,588,4.0,27
339,121,593,5.0,3
340,121,595,3.0,46
342,121,608,5.0,28
343,121,648,3.0,39
344,121,708,4.0,348
348,121,898,5.0,886
349,121,899,4.0,475
350,121,902,4.0,710
351,121,904,4.0,190
352,121,908,5.0,366
353,121,910,5.0,439
354,121,912,5.0,135
355,121,914,5.0,730
356,121,919,5.0,156
357,121,920,5.0,509
363,121,1060,2.0,705
364,121,1073,4.0,90
365,121,1077,5.0,912
366,121,1079,2.0,247
367,121,1080,5.0,171
368,121,1084,5.0,731
370,121,1094,3.0,579
372,121,1136,5.0,60
373,121,1179,4.0,934
374,121,1183,1.0,510
376,121,1196,5.0,12
377,121,1197,5.0,52
378,121,1198,3.0,18
379,121,1199,2.0,338
380,121,1203,5.0,367
382,121,1213,4.0,75
383,121,1219,4.0,194
384,121,1225,4.0,225
385,121,1250,5.0,511
386,121,1259,4.0,165
387,121,1265,4.0,50
388,121,1266,4.0,512
390,121,1282,5.0,404
392,121,1288,4.0,280
393,121,1291,4.0,56
394,121,1304,3.0,308
395,121,1391,1.0,182
397,121,1466,4.0,419
398,121,1500,4.0,335
399,121,1517,4.0,134
400,121,1580,3.0,37
401,121,1597,1.0,552
402,121,1617,2.0,141
403,121,1641,4.0,377
404,121,1704,1.0,53
406,121,1732,4.0,116
415,121,1907,3.0,513
418,121,1923,3.0,118
419,121,1947,5.0,750
421,121,1967,5.0,575
422,121,1968,4.0,98
423,121,2019,2.0,461
424,121,2076,4.0,493
425,121,2078,5.0,405
426,121,2109,4.0,935
